player1_name,player1_atprank,player1_games,player1_wins,player1_losses,player1_indoor_wins,player1_indoor_losses,player1_outdoor_wins,player1_outdoor_losses,player2_name,player2_atprank,player2_games,player2_wins,player2_losses,player2_indoor_wins,player2_indoor_losses,player2_outdoor_wins,player2_outdoor_losses,tournament_name,tournament_location,tournament_court,tournament_surface,match_date,match_odd_player1,match_odd_player2,winner_player1
Ivashka I.,113,159,78,81,19,18,59,63,Gojowczyk P.,108,172,75,97,17,18,58,79,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-23,1.2,4.5,1
Musetti L.,18,143,79,64,12,12,67,52,Gasquet R.,48,948,581,367,133,82,448,285,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-23,1.57,2.37,0
Monteiro T.,121,171,69,102,9,11,60,91,Basilashvili N.,118,301,138,163,26,34,112,129,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-23,1.44,2.75,1
Fognini F.,128,742,383,359,39,48,344,311,Lajovic D.,66,378,163,215,21,36,142,179,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-23,1.57,2.37,1
Pervolarakis M.,377,1,0,1,0,0,0,1,Edmund K.,473,233,113,120,19,10,94,110,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-23,4.5,1.2,0
Wolf J.J.,45,75,39,36,8,6,31,30,Thiem D.,116,517,327,190,53,39,274,151,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-23,2.0,1.8,0
Cressy M.,96,96,42,54,10,11,32,43,Sonego L.,43,221,107,114,19,17,88,97,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-24,1.57,2.37,1
Van De Zandschulp B.,44,117,63,54,11,11,52,43,Munar J.,104,178,75,103,7,12,68,91,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-24,1.57,2.37,1
Mannarino A.,27,567,264,303,60,73,204,230,Ramos-Vinolas A.,82,437,204,233,17,31,187,202,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-24,1.72,2.1,1
Johnson S.,197,395,196,199,16,23,180,176,Gasquet R.,48,948,581,367,133,82,448,285,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-24,1.9,1.9,0
Tabilo A.,122,44,21,23,5,4,16,19,Sonego L.,43,221,107,114,19,17,88,97,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-24,3.4,1.33,0
Djere L.,38,243,120,123,10,22,110,101,Kubler J.,77,53,24,29,0,1,24,28,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-24,2.5,1.53,1
Griekspoor T.,37,97,47,50,7,14,40,36,Van De Zandschulp B.,44,117,63,54,11,11,52,43,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-24,2.5,1.53,0
Huesler M.A.,88,58,21,37,8,8,13,29,Ymer M.,59,130,58,72,18,23,40,49,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-24,3.2,1.36,1
Draper J.,55,51,29,22,2,3,27,19,Fognini F.,128,742,383,359,39,48,344,311,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-24,1.44,2.75,1
Thiem D.,116,517,327,190,53,39,274,151,Dimitrov G.,20,651,389,262,79,50,310,212,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-24,2.3,1.61,1
Munar J.,104,178,75,103,7,12,68,91,Tseng C.H.,145,9,1,8,0,0,1,8,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-24,1.53,2.5,1
Monteiro T.,121,171,69,102,9,11,60,91,Bonzi B.,107,83,37,46,10,13,27,33,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-25,2.5,1.53,0
Draper J.,55,51,29,22,2,3,27,19,Thiem D.,116,517,327,190,53,39,274,151,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-25,1.5,2.62,1
Ivashka I.,113,159,78,81,19,18,59,63,Huesler M.A.,88,58,21,37,8,8,13,29,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-25,1.28,3.75,0
Cressy M.,96,96,42,54,10,11,32,43,Mannarino A.,27,567,264,303,60,73,204,230,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-25,1.57,2.37,0
Van De Zandschulp B.,44,117,63,54,11,11,52,43,Bonzi B.,107,83,37,46,10,13,27,33,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-25,1.5,2.62,1
Gasquet R.,48,948,581,367,133,82,448,285,Djere L.,38,243,120,123,10,22,110,101,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-26,1.72,2.1,0
Huesler M.A.,88,58,21,37,8,8,13,29,Draper J.,55,51,29,22,2,3,27,19,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-26,3.2,1.36,1
Djere L.,38,243,120,123,10,22,110,101,Mannarino A.,27,567,264,303,60,73,204,230,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-27,2.75,1.44,0
Djere L.,38,243,120,123,10,22,110,101,Huesler M.A.,88,58,21,37,8,8,13,29,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-27,2.2,1.66,1
Mannarino A.,27,567,264,303,60,73,204,230,Van De Zandschulp B.,44,117,63,54,11,11,52,43,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-27,2.62,1.5,1
Wawrinka S.,72,854,535,319,84,69,451,250,Moutet C.,80,118,50,68,5,11,45,57,US Open,New York,Outdoor,Hard,2022-08-29,2.0,1.8,0
Draper J.,55,51,29,22,2,3,27,19,Ruusuvuori E.,55,158,79,79,16,18,63,61,US Open,New York,Outdoor,Hard,2022-08-29,2.0,1.8,1
Sonego L.,43,221,107,114,19,17,88,97,Thompson J.,71,221,96,125,10,10,86,115,US Open,New York,Outdoor,Hard,2022-08-29,1.5,2.62,0
Gaston H.,109,58,24,34,5,9,19,25,Bublik A.,25,219,110,109,39,30,71,79,US Open,New York,Outdoor,Hard,2022-08-29,3.2,1.36,0
Machac T.,108,18,6,12,1,1,5,11,Van De Zandschulp B.,44,117,63,54,11,11,52,43,US Open,New York,Outdoor,Hard,2022-08-29,3.0,1.4,0
Molcan A.,120,86,45,41,1,6,44,35,Monteiro T.,121,171,69,102,9,11,60,91,US Open,New York,Outdoor,Hard,2022-08-29,1.53,2.5,0
Lehecka J.,33,61,30,31,4,4,26,27,Garin C.,101,190,103,87,15,13,88,74,US Open,New York,Outdoor,Hard,2022-08-29,1.8,2.0,0
Ritschard A.,163,9,3,6,1,1,2,5,Auger-Aliassime F.,12,268,163,105,48,22,115,83,US Open,New York,Outdoor,Hard,2022-08-29,13.0,1.04,0
De Minaur A.,19,272,161,111,30,19,131,92,Krajinovic F.,93,240,115,125,38,34,77,91,US Open,New York,Outdoor,Hard,2022-08-29,1.25,4.0,1
Carreno Busta P.,16,352,214,138,33,25,181,113,Thiem D.,116,517,327,190,53,39,274,151,US Open,New York,Outdoor,Hard,2022-08-29,1.22,4.33,1
Kudla D.,137,198,70,128,5,14,65,114,Khachanov K.,11,378,217,161,44,38,173,123,US Open,New York,Outdoor,Hard,2022-08-29,5.0,1.16,0
Shelton B.,43,34,13,21,0,0,13,21,Borges N.,69,28,10,18,1,1,9,17,US Open,New York,Outdoor,Hard,2022-08-29,1.4,3.0,0
Etcheverry T.,34,60,26,34,5,3,21,31,Grenier H.,122,16,5,11,1,2,4,9,US Open,New York,Outdoor,Hard,2022-08-29,2.75,1.44,0
Fritz T.,9,356,205,151,26,22,179,129,Holt B.,193,7,2,5,0,1,2,4,US Open,New York,Outdoor,Hard,2022-08-29,1.04,13.0,0
Ruud C.,4,275,176,99,19,16,157,83,Edmund K.,473,233,113,120,19,10,94,110,US Open,New York,Outdoor,Hard,2022-08-29,1.07,9.0,1
Basilashvili N.,118,301,138,163,26,34,112,129,Wu Y.,90,36,15,21,5,0,10,21,US Open,New York,Outdoor,Hard,2022-08-29,4.33,1.22,0
Korda S.,26,126,75,51,15,9,60,42,Bagnis F.,135,121,39,82,9,8,30,74,US Open,New York,Outdoor,Hard,2022-08-29,1.12,6.0,1
Zhang Zh.,53,44,20,24,1,2,19,22,Van Rijthoven T.,110,19,10,9,0,4,10,5,US Open,New York,Outdoor,Hard,2022-08-29,1.61,2.3,0
Bautista Agut R.,25,379,234,145,31,29,203,116,Wolf J.J.,45,75,39,36,8,6,31,30,US Open,New York,Outdoor,Hard,2022-08-29,1.25,4.0,0
Millman J.,140,256,113,143,21,22,92,121,Nava E.,242,13,2,11,0,0,2,11,US Open,New York,Outdoor,Hard,2022-08-29,1.33,3.4,0
Davidovich Fokina A.,39,168,84,84,17,20,67,64,Nishioka Y.,31,215,99,116,15,15,84,101,US Open,New York,Outdoor,Hard,2022-08-29,1.66,2.2,1
Paul T.,14,204,111,93,19,13,92,80,Zapata Miralles B.,54,80,32,48,1,6,31,42,US Open,New York,Outdoor,Hard,2022-08-29,1.12,6.0,1
Majchrzak K.,121,50,19,31,3,4,16,27,Tabilo A.,122,44,21,23,5,4,16,19,US Open,New York,Outdoor,Hard,2022-08-29,2.1,1.72,0
Murray A.,44,932,687,245,132,47,555,198,Cerundolo F.,21,104,58,46,3,7,55,39,US Open,New York,Outdoor,Hard,2022-08-29,1.66,2.2,1
Kozlov S.,108,35,9,26,0,2,9,24,Medvedev D.,3,406,289,117,69,27,220,90,US Open,New York,Outdoor,Hard,2022-08-29,29.0,1.005,0
Fucsovics M.,67,249,121,128,26,24,95,104,Cressy M.,96,96,42,54,10,11,32,43,US Open,New York,Outdoor,Hard,2022-08-29,3.2,1.36,1
Berrettini M.,38,217,142,75,14,11,128,64,Jarry N.,28,141,73,68,9,6,64,62,US Open,New York,Outdoor,Hard,2022-08-29,1.14,5.5,1
Rinderknech A.,67,96,46,50,16,12,30,38,Halys Q.,79,72,23,49,3,10,20,39,US Open,New York,Outdoor,Hard,2022-08-29,1.44,2.75,1
Ramos-Vinolas A.,82,437,204,233,17,31,187,202,Gombos N.,114,66,21,45,6,14,15,31,US Open,New York,Outdoor,Hard,2022-08-30,1.66,2.2,1
Marterer M.,144,91,31,60,2,8,29,52,Cilic M.,100,853,543,310,119,65,424,245,US Open,New York,Outdoor,Hard,2022-08-30,6.0,1.12,0
Martinez P.,135,118,50,68,7,6,43,62,Eubanks C.,29,64,28,36,1,3,27,33,US Open,New York,Outdoor,Hard,2022-08-30,2.1,1.72,0
Coric B.,15,343,185,158,28,28,157,130,Couacaud E.,158,9,2,7,0,1,2,6,US Open,New York,Outdoor,Hard,2022-08-30,1.12,6.0,1
Goffin D.,123,522,296,226,66,52,230,174,Musetti L.,18,143,79,64,12,12,67,52,US Open,New York,Outdoor,Hard,2022-08-30,1.8,2.0,0
Lajovic D.,66,378,163,215,21,36,142,179,Brooksby J.,39,79,46,33,6,5,40,28,US Open,New York,Outdoor,Hard,2022-08-30,5.5,1.14,0
Huesler M.A.,88,58,21,37,8,8,13,29,Shapovalov D.,29,298,166,132,30,27,136,105,US Open,New York,Outdoor,Hard,2022-08-30,4.0,1.25,0
Ivashka I.,113,159,78,81,19,18,59,63,Querrey S.,287,678,369,309,48,39,321,270,US Open,New York,Outdoor,Hard,2022-08-30,1.1,7.0,1
Otte O.,233,78,33,45,6,14,27,31,Hurkacz H.,17,238,137,101,27,24,110,77,US Open,New York,Outdoor,Hard,2022-08-30,5.5,1.14,0
Karatsev A.,75,136,66,70,10,22,56,48,Fognini F.,128,742,383,359,39,48,344,311,US Open,New York,Outdoor,Hard,2022-08-30,1.72,2.1,0
Tseng C.H.,145,9,1,8,0,0,1,8,Popyrin A.,90,140,59,81,9,13,50,68,US Open,New York,Outdoor,Hard,2022-08-30,1.72,2.1,0
Tiafoe F.,10,303,158,145,24,23,134,122,Giron M.,69,150,68,82,20,14,48,68,US Open,New York,Outdoor,Hard,2022-08-30,1.36,3.2,1
Griekspoor T.,37,97,47,50,7,14,40,36,Coria F.,108,99,43,56,2,6,41,50,US Open,New York,Outdoor,Hard,2022-08-30,1.1,7.0,0
Mannarino A.,27,567,264,303,60,73,204,230,Brouwer G.,144,21,11,10,3,2,8,8,US Open,New York,Outdoor,Hard,2022-08-30,1.28,3.75,0
Tien L.,1042,1,0,1,0,0,0,1,Kecmanovic M.,40,210,107,103,12,16,95,87,US Open,New York,Outdoor,Hard,2022-08-30,23.0,1.01,0
Altmaier D.,51,79,28,51,1,5,27,46,Sinner J.,8,224,153,71,42,19,111,52,US Open,New York,Outdoor,Hard,2022-08-30,15.0,1.03,0
Gojowczyk P.,108,172,75,97,17,18,58,79,Rune H.,6,131,83,48,28,9,55,39,US Open,New York,Outdoor,Hard,2022-08-30,3.75,1.28,0
Djere L.,38,243,120,123,10,22,110,101,Rublev A.,7,392,255,137,57,34,198,103,US Open,New York,Outdoor,Hard,2022-08-30,6.5,1.11,0
Bedene A.,347,291,131,160,18,23,113,137,Cachin P.,54,52,23,29,1,3,22,26,US Open,New York,Outdoor,Hard,2022-08-30,2.3,1.61,0
Galan D.E.,76,78,33,45,3,5,30,40,Tsitsipas S.,5,390,264,126,49,32,215,94,US Open,New York,Outdoor,Hard,2022-08-30,13.0,1.04,1
Bonzi B.,107,83,37,46,10,13,27,33,Humbert U.,36,170,80,90,23,21,57,69,US Open,New York,Outdoor,Hard,2022-08-30,1.72,2.1,1
Kyrgios N.,25,303,195,108,11,7,184,101,Kokkinakis T.,86,124,55,69,0,4,55,65,US Open,New York,Outdoor,Hard,2022-08-30,1.16,5.0,1
Kotov P.,89,25,10,15,1,4,9,11,Nakashima B.,70,106,57,49,6,5,51,44,US Open,New York,Outdoor,Hard,2022-08-30,3.75,1.28,0
Dimitrov G.,20,651,389,262,79,50,310,212,Johnson S.,197,395,196,199,16,23,180,176,US Open,New York,Outdoor,Hard,2022-08-30,1.5,2.62,1
Daniel T.,111,178,67,111,3,10,64,101,Gasquet R.,48,948,581,367,133,82,448,285,US Open,New York,Outdoor,Hard,2022-08-30,2.2,1.66,0
Sousa J.,147,436,189,247,42,44,147,203,Mcdonald M.,60,190,87,103,11,15,76,88,US Open,New York,Outdoor,Hard,2022-08-30,3.0,1.4,1
Alcaraz C.,1,164,130,34,10,5,120,29,Baez S.,72,95,47,48,6,6,41,42,US Open,New York,Outdoor,Hard,2022-08-30,1.03,15.0,1
Delbonis F.,131,340,152,188,19,23,133,165,Isner J.,114,755,465,290,53,45,412,245,US Open,New York,Outdoor,Hard,2022-08-30,6.5,1.11,0
Vesely J.,528,288,130,158,6,19,124,139,Evans D.,30,251,124,127,18,16,106,111,US Open,New York,Outdoor,Hard,2022-08-30,3.2,1.36,0
O Connell C.,74,65,26,39,0,0,26,39,Duckworth J.,123,143,55,88,10,9,45,79,US Open,New York,Outdoor,Hard,2022-08-30,1.57,2.37,0
Verdasco F.,244,962,537,425,79,79,458,346,Kwon S.W.,68,108,53,55,12,6,41,49,US Open,New York,Outdoor,Hard,2022-08-30,3.2,1.36,0
Paire B.,149,527,237,290,39,56,198,234,Norrie C.,13,287,172,115,15,18,157,97,US Open,New York,Outdoor,Hard,2022-08-30,11.0,1.05,0
Tabilo A.,122,44,21,23,5,4,16,19,Wolf J.J.,45,75,39,36,8,6,31,30,US Open,New York,Outdoor,Hard,2022-08-31,3.4,1.33,0
Wu Y.,90,36,15,21,5,0,10,21,Borges N.,69,28,10,18,1,1,9,17,US Open,New York,Outdoor,Hard,2022-08-31,1.33,3.4,1
Kyrgios N.,25,303,195,108,11,7,184,101,Bonzi B.,107,83,37,46,10,13,27,33,US Open,New York,Outdoor,Hard,2022-08-31,1.12,6.0,1
Paul T.,14,204,111,93,19,13,92,80,Korda S.,26,126,75,51,15,9,60,42,US Open,New York,Outdoor,Hard,2022-08-31,2.0,1.8,1
Davidovich Fokina A.,39,168,84,84,17,20,67,64,Fucsovics M.,67,249,121,128,26,24,95,104,US Open,New York,Outdoor,Hard,2022-08-31,1.44,2.75,1
Ruud C.,4,275,176,99,19,16,157,83,Van Rijthoven T.,110,19,10,9,0,4,10,5,US Open,New York,Outdoor,Hard,2022-08-31,1.12,6.0,1
Galan D.E.,76,78,33,45,3,5,30,40,Thompson J.,71,221,96,125,10,10,86,115,US Open,New York,Outdoor,Hard,2022-08-31,1.72,2.1,1
Grenier H.,122,16,5,11,1,2,4,9,Berrettini M.,38,217,142,75,14,11,128,64,US Open,New York,Outdoor,Hard,2022-08-31,6.0,1.12,0
Carreno Busta P.,16,352,214,138,33,25,181,113,Bublik A.,25,219,110,109,39,30,71,79,US Open,New York,Outdoor,Hard,2022-08-31,1.28,3.75,1
De Minaur A.,19,272,161,111,30,19,131,92,Garin C.,101,190,103,87,15,13,88,74,US Open,New York,Outdoor,Hard,2022-08-31,1.12,6.0,1
Cachin P.,54,52,23,29,1,3,22,26,Holt B.,193,7,2,5,0,1,2,4,US Open,New York,Outdoor,Hard,2022-08-31,2.5,1.53,1
Van De Zandschulp B.,44,117,63,54,11,11,52,43,Moutet C.,80,118,50,68,5,11,45,57,US Open,New York,Outdoor,Hard,2022-08-31,1.44,2.75,0
Kubler J.,77,53,24,29,0,1,24,28,Ymer M.,59,130,58,72,18,23,40,49,US Open,New York,Outdoor,Hard,2022-08-31,2.2,1.66,1
Munar J.,104,178,75,103,7,12,68,91,Carballes Baena R.,64,207,91,116,11,10,80,106,US Open,New York,Outdoor,Hard,2022-08-31,1.2,4.5,0
Sock J.,166,324,177,147,38,24,139,123,Schwartzman D.,95,428,233,195,32,27,201,168,US Open,New York,Outdoor,Hard,2022-08-31,2.75,1.44,0
Hijikata R.,110,16,7,9,0,0,7,9,Nadal R.,2,1223,1017,206,76,40,941,166,US Open,New York,Outdoor,Hard,2022-08-31,26.0,1.01,0
Nava E.,242,13,2,11,0,0,2,11,Murray A.,44,932,687,245,132,47,555,198,US Open,New York,Outdoor,Hard,2022-08-31,4.5,1.2,0
Sousa J.,147,436,189,247,42,44,147,203,Norrie C.,13,287,172,115,15,18,157,97,US Open,New York,Outdoor,Hard,2022-09-01,11.0,1.05,0
Carballes Baena R.,64,207,91,116,11,10,80,106,Shapovalov D.,29,298,166,132,30,27,136,105,US Open,New York,Outdoor,Hard,2022-09-01,5.0,1.16,0
Gasquet R.,48,948,581,367,133,82,448,285,Kecmanovic M.,40,210,107,103,12,16,95,87,US Open,New York,Outdoor,Hard,2022-09-01,3.0,1.4,1
Schwartzman D.,95,428,233,195,32,27,201,168,Popyrin A.,90,140,59,81,9,13,50,68,US Open,New York,Outdoor,Hard,2022-09-01,1.28,3.75,1
Nakashima B.,70,106,57,49,6,5,51,44,Dimitrov G.,20,651,389,262,79,50,310,212,US Open,New York,Outdoor,Hard,2022-09-01,2.2,1.66,1
Kwon S.W.,68,108,53,55,12,6,41,49,Rublev A.,7,392,255,137,57,34,198,103,US Open,New York,Outdoor,Hard,2022-09-01,5.0,1.16,0
Brouwer G.,144,21,11,10,3,2,8,8,Musetti L.,18,143,79,64,12,12,67,52,US Open,New York,Outdoor,Hard,2022-09-01,2.75,1.44,0
Alcaraz C.,1,164,130,34,10,5,120,29,Coria F.,108,99,43,56,2,6,41,50,US Open,New York,Outdoor,Hard,2022-09-01,1.02,19.0,1
Auger-Aliassime F.,12,268,163,105,48,22,115,83,Draper J.,55,51,29,22,2,3,27,19,US Open,New York,Outdoor,Hard,2022-09-01,1.4,3.0,0
Brooksby J.,39,79,46,33,6,5,40,28,Coric B.,15,343,185,158,28,28,157,130,US Open,New York,Outdoor,Hard,2022-09-01,1.9,1.9,1
Evans D.,30,251,124,127,18,16,106,111,Duckworth J.,123,143,55,88,10,9,45,79,US Open,New York,Outdoor,Hard,2022-09-01,1.25,4.0,1
Ramos-Vinolas A.,82,437,204,233,17,31,187,202,Cilic M.,100,853,543,310,119,65,424,245,US Open,New York,Outdoor,Hard,2022-09-01,4.5,1.2,0
Rune H.,6,131,83,48,28,9,55,39,Isner J.,114,755,465,290,53,45,412,245,US Open,New York,Outdoor,Hard,2022-09-01,,,1
Rinderknech A.,67,96,46,50,16,12,30,38,Medvedev D.,3,406,289,117,69,27,220,90,US Open,New York,Outdoor,Hard,2022-09-01,21.0,1.01,0
Eubanks C.,29,64,28,36,1,3,27,33,Sinner J.,8,224,153,71,42,19,111,52,US Open,New York,Outdoor,Hard,2022-09-01,8.0,1.08,0
Monteiro T.,121,171,69,102,9,11,60,91,Khachanov K.,11,378,217,161,44,38,173,123,US Open,New York,Outdoor,Hard,2022-09-01,4.0,1.25,0
De Minaur A.,19,272,161,111,30,19,131,92,Carreno Busta P.,16,352,214,138,33,25,181,113,US Open,New York,Outdoor,Hard,2022-09-02,2.1,1.72,0
Cachin P.,54,52,23,29,1,3,22,26,Moutet C.,80,118,50,68,5,11,45,57,US Open,New York,Outdoor,Hard,2022-09-02,3.4,1.33,0
Khachanov K.,11,378,217,161,44,38,173,123,Draper J.,55,51,29,22,2,3,27,19,US Open,New York,Outdoor,Hard,2022-09-02,2.2,1.66,1
Berrettini M.,38,217,142,75,14,11,128,64,Murray A.,44,932,687,245,132,47,555,198,US Open,New York,Outdoor,Hard,2022-09-02,1.44,2.75,1
Paul T.,14,204,111,93,19,13,92,80,Ruud C.,4,275,176,99,19,16,157,83,US Open,New York,Outdoor,Hard,2022-09-02,2.37,1.57,0
Nadal R.,2,1223,1017,206,76,40,941,166,Fognini F.,128,742,383,359,39,48,344,311,US Open,New York,Outdoor,Hard,2022-09-02,1.08,8.0,1
Kubler J.,77,53,24,29,0,1,24,28,Tiafoe F.,10,303,158,145,24,23,134,122,US Open,New York,Outdoor,Hard,2022-09-02,3.4,1.33,0
Hurkacz H.,17,238,137,101,27,24,110,77,Ivashka I.,113,159,78,81,19,18,59,63,US Open,New York,Outdoor,Hard,2022-09-02,1.3,3.5,0
Galan D.E.,76,78,33,45,3,5,30,40,Davidovich Fokina A.,39,168,84,84,17,20,67,64,US Open,New York,Outdoor,Hard,2022-09-02,3.0,1.4,0
Wolf J.J.,45,75,39,36,8,6,31,30,Kyrgios N.,25,303,195,108,11,7,184,101,US Open,New York,Outdoor,Hard,2022-09-03,6.0,1.12,0
Medvedev D.,3,406,289,117,69,27,220,90,Wu Y.,90,36,15,21,5,0,10,21,US Open,New York,Outdoor,Hard,2022-09-03,1.04,13.0,1
Norrie C.,13,287,172,115,15,18,157,97,Rune H.,6,131,83,48,28,9,55,39,US Open,New York,Outdoor,Hard,2022-09-03,1.28,3.75,1
Shapovalov D.,29,298,166,132,30,27,136,105,Rublev A.,7,392,255,137,57,34,198,103,US Open,New York,Outdoor,Hard,2022-09-03,2.5,1.53,0
Brooksby J.,39,79,46,33,6,5,40,28,Alcaraz C.,1,164,130,34,10,5,120,29,US Open,New York,Outdoor,Hard,2022-09-03,4.0,1.25,0
Schwartzman D.,95,428,233,195,32,27,201,168,Tiafoe F.,10,303,158,145,24,23,134,122,US Open,New York,Outdoor,Hard,2022-09-03,2.75,1.44,0
Ivashka I.,113,159,78,81,19,18,59,63,Musetti L.,18,143,79,64,12,12,67,52,US Open,New York,Outdoor,Hard,2022-09-03,1.5,2.62,1
Cilic M.,100,853,543,310,119,65,424,245,Evans D.,30,251,124,127,18,16,106,111,US Open,New York,Outdoor,Hard,2022-09-03,1.57,2.37,1
Ruud C.,4,275,176,99,19,16,157,83,Moutet C.,80,118,50,68,5,11,45,57,US Open,New York,Outdoor,Hard,2022-09-04,1.16,5.0,1
Davidovich Fokina A.,39,168,84,84,17,20,67,64,Berrettini M.,38,217,142,75,14,11,128,64,US Open,New York,Outdoor,Hard,2022-09-04,3.4,1.33,0
Carreno Busta P.,16,352,214,138,33,25,181,113,Khachanov K.,11,378,217,161,44,38,173,123,US Open,New York,Outdoor,Hard,2022-09-04,1.44,2.75,0
Nadal R.,2,1223,1017,206,76,40,941,166,Gasquet R.,48,948,581,367,133,82,448,285,US Open,New York,Outdoor,Hard,2022-09-04,1.06,10.0,1
Sinner J.,8,224,153,71,42,19,111,52,Nakashima B.,70,106,57,49,6,5,51,44,US Open,New York,Outdoor,Hard,2022-09-04,1.36,3.2,1
Medvedev D.,3,406,289,117,69,27,220,90,Kyrgios N.,25,303,195,108,11,7,184,101,US Open,New York,Outdoor,Hard,2022-09-05,1.53,2.5,0
Rublev A.,7,392,255,137,57,34,198,103,Norrie C.,13,287,172,115,15,18,157,97,US Open,New York,Outdoor,Hard,2022-09-05,2.3,1.61,1
Tiafoe F.,10,303,158,145,24,23,134,122,Nadal R.,2,1223,1017,206,76,40,941,166,US Open,New York,Outdoor,Hard,2022-09-05,4.5,1.2,1
Ivashka I.,113,159,78,81,19,18,59,63,Sinner J.,8,224,153,71,42,19,111,52,US Open,New York,Outdoor,Hard,2022-09-06,4.33,1.22,0
Cilic M.,100,853,543,310,119,65,424,245,Alcaraz C.,1,164,130,34,10,5,120,29,US Open,New York,Outdoor,Hard,2022-09-06,4.5,1.2,0
Ruud C.,4,275,176,99,19,16,157,83,Berrettini M.,38,217,142,75,14,11,128,64,US Open,New York,Outdoor,Hard,2022-09-06,2.0,1.8,1
Khachanov K.,11,378,217,161,44,38,173,123,Kyrgios N.,25,303,195,108,11,7,184,101,US Open,New York,Outdoor,Hard,2022-09-07,4.5,1.2,1
