player1_name,player1_atprank,player1_games,player1_wins,player1_losses,player1_indoor_wins,player1_indoor_losses,player1_outdoor_wins,player1_outdoor_losses,player2_name,player2_atprank,player2_games,player2_wins,player2_losses,player2_indoor_wins,player2_indoor_losses,player2_outdoor_wins,player2_outdoor_losses,tournament_name,tournament_location,tournament_court,tournament_surface,match_date,match_odd_player1,match_odd_player2,winner_player1
Zverev A.,19,500,346,154,60,31,286,123,Goffin D.,123,522,296,226,66,52,230,174,Internazionali BNL d'Italia,Rome,Outdoor,Clay,2023-05-14,1.22,4.33,1
Zapata Miralles B.,54,80,32,48,1,6,31,42,Medvedev D.,3,406,289,117,69,27,220,90,Internazionali BNL d'Italia,Rome,Outdoor,Clay,2023-05-15,4.33,1.22,0
Davidovich Fokina A.,39,168,84,84,17,20,67,64,Rublev A.,7,392,255,137,57,34,198,103,Internazionali BNL d'Italia,Rome,Outdoor,Clay,2023-05-15,2.63,1.5,0
Coric B.,15,343,185,158,28,28,157,130,Carballes Baena R.,64,207,91,116,11,10,80,106,Internazionali BNL d'Italia,Rome,Outdoor,Clay,2023-05-15,1.44,2.75,1
Cecchinato M.,108,204,79,125,2,14,77,111,Hanfmann Y.,50,99,50,49,5,4,45,45,Internazionali BNL d'Italia,Rome,Outdoor,Clay,2023-05-15,2.1,1.73,0
Marozsan F.,87,7,4,3,0,0,4,3,Alcaraz C.,1,164,130,34,10,5,120,29,Internazionali BNL d'Italia,Rome,Outdoor,Clay,2023-05-15,23.0,1.01,1
Zverev A.,19,500,346,154,60,31,286,123,Wolf J.J.,45,75,39,36,8,6,31,30,Internazionali BNL d'Italia,Rome,Outdoor,Clay,2023-05-16,1.22,4.33,1
Sonego L.,43,221,107,114,19,17,88,97,Tsitsipas S.,5,390,264,126,49,32,215,94,Internazionali BNL d'Italia,Rome,Outdoor,Clay,2023-05-16,4.5,1.2,0
Tiafoe F.,10,303,158,145,24,23,134,122,Musetti L.,18,143,79,64,12,12,67,52,Internazionali BNL d'Italia,Rome,Outdoor,Clay,2023-05-16,2.75,1.44,0
Rune H.,6,131,83,48,28,9,55,39,Popyrin A.,90,140,59,81,9,13,50,68,Internazionali BNL d'Italia,Rome,Outdoor,Clay,2023-05-16,1.17,5.0,1
Djokovic N.,2,1207,1012,195,146,42,866,153,Norrie C.,13,287,172,115,15,18,157,97,Internazionali BNL d'Italia,Rome,Outdoor,Clay,2023-05-16,1.17,5.0,1
Djere L.,38,243,120,123,10,22,110,101,Ruud C.,4,275,176,99,19,16,157,83,Internazionali BNL d'Italia,Rome,Outdoor,Clay,2023-05-16,3.0,1.4,0
Cerundolo F.,21,104,58,46,3,7,55,39,Sinner J.,8,224,153,71,42,19,111,52,Internazionali BNL d'Italia,Rome,Outdoor,Clay,2023-05-16,6.0,1.13,1
Rublev A.,7,392,255,137,57,34,198,103,Hanfmann Y.,50,99,50,49,5,4,45,45,Internazionali BNL d'Italia,Rome,Outdoor,Clay,2023-05-16,1.33,3.4,0
Medvedev D.,3,406,289,117,69,27,220,90,Zverev A.,19,500,346,154,60,31,286,123,Internazionali BNL d'Italia,Rome,Outdoor,Clay,2023-05-16,1.67,2.2,1
Coric B.,15,343,185,158,28,28,157,130,Marozsan F.,87,7,4,3,0,0,4,3,Internazionali BNL d'Italia,Rome,Outdoor,Clay,2023-05-16,1.44,2.75,1
Musetti L.,18,143,79,64,12,12,67,52,Tsitsipas S.,5,390,264,126,49,32,215,94,Internazionali BNL d'Italia,Rome,Outdoor,Clay,2023-05-16,3.2,1.36,0
Djokovic N.,2,1207,1012,195,146,42,866,153,Rune H.,6,131,83,48,28,9,55,39,Internazionali BNL d'Italia,Rome,Outdoor,Clay,2023-05-17,1.33,3.4,0
Cerundolo F.,21,104,58,46,3,7,55,39,Ruud C.,4,275,176,99,19,16,157,83,Internazionali BNL d'Italia,Rome,Outdoor,Clay,2023-05-17,2.3,1.62,0
Coric B.,15,343,185,158,28,28,157,130,Tsitsipas S.,5,390,264,126,49,32,215,94,Internazionali BNL d'Italia,Rome,Outdoor,Clay,2023-05-18,3.75,1.29,0
Hanfmann Y.,50,99,50,49,5,4,45,45,Medvedev D.,3,406,289,117,69,27,220,90,Internazionali BNL d'Italia,Rome,Outdoor,Clay,2023-05-18,3.0,1.4,0
Ruud C.,4,275,176,99,19,16,157,83,Rune H.,6,131,83,48,28,9,55,39,Internazionali BNL d'Italia,Rome,Outdoor,Clay,2023-05-20,2.38,1.57,0
Tsitsipas S.,5,390,264,126,49,32,215,94,Medvedev D.,3,406,289,117,69,27,220,90,Internazionali BNL d'Italia,Rome,Outdoor,Clay,2023-05-20,1.62,2.3,0
Rune H.,6,131,83,48,28,9,55,39,Medvedev D.,3,406,289,117,69,27,220,90,Internazionali BNL d'Italia,Rome,Outdoor,Clay,2023-05-21,1.91,1.91,0
Cecchinato M.,108,204,79,125,2,14,77,111,Shelton B.,43,34,13,21,0,0,13,21,Geneva Open,Geneva,Outdoor,Clay,2023-05-21,1.91,1.91,1
Eubanks C.,29,64,28,36,1,3,27,33,Paire B.,149,527,237,290,39,56,198,234,Geneva Open,Geneva,Outdoor,Clay,2023-05-21,2.5,1.53,1
Draper J.,55,51,29,22,2,3,27,19,Muller A.,81,22,9,13,0,1,9,12,Lyon Open,Lyon,Outdoor,Clay,2023-05-21,1.73,2.1,1
Moutet C.,80,118,50,68,5,11,45,57,Barrere G.,59,79,31,48,11,16,20,32,Lyon Open,Lyon,Outdoor,Clay,2023-05-21,2.38,1.57,0
Varillas J. P.,1345,20,9,11,2,1,7,10,Ramos-Vinolas A.,82,437,204,233,17,31,187,202,Lyon Open,Lyon,Outdoor,Clay,2023-05-21,1.8,2.0,1
Gasquet R.,48,948,581,367,133,82,448,285,Ymer M.,59,130,58,72,18,23,40,49,Lyon Open,Lyon,Outdoor,Clay,2023-05-22,1.91,1.91,0
Fils A.,71,24,15,9,6,3,9,6,Zhang Zh.,53,44,20,24,1,2,19,22,Lyon Open,Lyon,Outdoor,Clay,2023-05-22,1.73,2.1,1
Lopez San Martin A.,550,1,0,1,0,0,0,1,Goffin D.,123,522,296,226,66,52,230,174,Lyon Open,Lyon,Outdoor,Clay,2023-05-22,3.5,1.3,0
Harris L.,186,129,59,70,7,8,52,62,Rinderknech A.,67,96,46,50,16,12,30,38,Lyon Open,Lyon,Outdoor,Clay,2023-05-22,2.2,1.67,0
Kecmanovic M.,40,210,107,103,12,16,95,87,Roca Batalla O.,1055,3,1,2,0,0,1,2,Lyon Open,Lyon,Outdoor,Clay,2023-05-22,1.1,7.0,1
Schwartzman D.,95,428,233,195,32,27,201,168,Nakashima B.,70,106,57,49,6,5,51,44,Lyon Open,Lyon,Outdoor,Clay,2023-05-22,1.67,2.2,0
Krajinovic F.,93,240,115,125,38,34,77,91,Mannarino A.,27,567,264,303,60,73,204,230,Geneva Open,Geneva,Outdoor,Clay,2023-05-22,1.36,3.2,0
Lajovic D.,66,378,163,215,21,36,142,179,Jarry N.,28,141,73,68,9,6,64,62,Geneva Open,Geneva,Outdoor,Clay,2023-05-22,1.91,1.91,0
Zapata Miralles B.,54,80,32,48,1,6,31,42,Sachko V.,1041,3,0,3,0,1,0,2,Geneva Open,Geneva,Outdoor,Clay,2023-05-22,1.3,3.5,1
Rincon D.,841,2,0,2,0,0,0,2,Carballes Baena R.,64,207,91,116,11,10,80,106,Geneva Open,Geneva,Outdoor,Clay,2023-05-22,3.75,1.29,0
Wu Y.,90,36,15,21,5,0,10,21,Huesler M.A.,88,58,21,37,8,8,13,29,Geneva Open,Geneva,Outdoor,Clay,2023-05-22,2.1,1.73,1
Giron M.,69,150,68,82,20,14,48,68,Bublik A.,25,219,110,109,39,30,71,79,Geneva Open,Geneva,Outdoor,Clay,2023-05-22,2.1,1.73,1
Zverev A.,19,500,346,154,60,31,286,123,Eubanks C.,29,64,28,36,1,3,27,33,Geneva Open,Geneva,Outdoor,Clay,2023-05-23,1.11,6.5,1
Rinderknech A.,67,96,46,50,16,12,30,38,Nakashima B.,70,106,57,49,6,5,51,44,Lyon Open,Lyon,Outdoor,Clay,2023-05-23,1.91,1.91,0
Draper J.,55,51,29,22,2,3,27,19,Kecmanovic M.,40,210,107,103,12,16,95,87,Lyon Open,Lyon,Outdoor,Clay,2023-05-23,2.0,1.8,1
Varillas J. P.,1345,20,9,11,2,1,7,10,Cerundolo F.,21,104,58,46,3,7,55,39,Lyon Open,Lyon,Outdoor,Clay,2023-05-23,3.2,1.36,0
Monfils G.,323,816,510,306,131,65,379,241,Cachin P.,54,52,23,29,1,3,22,26,Lyon Open,Lyon,Outdoor,Clay,2023-05-23,3.5,1.3,0
Wolf J.J.,45,75,39,36,8,6,31,30,Dellien H.,164,70,22,48,5,5,17,43,Geneva Open,Geneva,Outdoor,Clay,2023-05-23,1.67,2.2,1
Baez S.,72,95,47,48,6,6,41,42,Fucsovics M.,67,249,121,128,26,24,95,104,Lyon Open,Lyon,Outdoor,Clay,2023-05-23,1.67,2.2,1
O Connell C.,74,65,26,39,0,0,26,39,Serdarusic N.,702,9,1,8,0,3,1,5,Geneva Open,Geneva,Outdoor,Clay,2023-05-23,1.36,3.2,1
Pella G.,199,260,118,142,14,16,104,126,Ivashka I.,113,159,78,81,19,18,59,63,Geneva Open,Geneva,Outdoor,Clay,2023-05-23,2.38,1.57,0
Griekspoor T.,37,97,47,50,7,14,40,36,Travaglia S.,1024,81,27,54,5,12,22,42,Geneva Open,Geneva,Outdoor,Clay,2023-05-23,1.53,2.5,1
Llamas Ruiz P.,3065,2,1,1,0,0,1,1,Purcell M.,78,28,9,19,0,0,9,19,Lyon Open,Lyon,Outdoor,Clay,2023-05-23,1.5,2.63,1
Cecchinato M.,108,204,79,125,2,14,77,111,Wu Y.,90,36,15,21,5,0,10,21,Geneva Open,Geneva,Outdoor,Clay,2023-05-23,1.62,2.3,0
Fils A.,71,24,15,9,6,3,9,6,Ymer M.,59,130,58,72,18,23,40,49,Lyon Open,Lyon,Outdoor,Clay,2023-05-24,1.67,2.2,1
Auger-Aliassime F.,12,268,163,105,48,22,115,83,Llamas Ruiz P.,3065,2,1,1,0,0,1,1,Lyon Open,Lyon,Outdoor,Clay,2023-05-24,1.22,4.33,1
Norrie C.,13,287,172,115,15,18,157,97,Goffin D.,123,522,296,226,66,52,230,174,Lyon Open,Lyon,Outdoor,Clay,2023-05-24,1.33,3.4,1
Paul T.,14,204,111,93,19,13,92,80,Barrere G.,59,79,31,48,11,16,20,32,Lyon Open,Lyon,Outdoor,Clay,2023-05-24,1.5,2.63,1
Cachin P.,54,52,23,29,1,3,22,26,Baez S.,72,95,47,48,6,6,41,42,Lyon Open,Lyon,Outdoor,Clay,2023-05-24,3.2,1.36,0
Mannarino A.,27,567,264,303,60,73,204,230,Ivashka I.,113,159,78,81,19,18,59,63,Geneva Open,Geneva,Outdoor,Clay,2023-05-24,3.0,1.4,0
O Connell C.,74,65,26,39,0,0,26,39,Zapata Miralles B.,54,80,32,48,1,6,31,42,Geneva Open,Geneva,Outdoor,Clay,2023-05-24,2.38,1.57,1
Carballes Baena R.,64,207,91,116,11,10,80,106,Dimitrov G.,20,651,389,262,79,50,310,212,Geneva Open,Geneva,Outdoor,Clay,2023-05-24,3.0,1.4,0
Giron M.,69,150,68,82,20,14,48,68,Fritz T.,9,356,205,151,26,22,179,129,Geneva Open,Geneva,Outdoor,Clay,2023-05-24,3.4,1.33,0
Griekspoor T.,37,97,47,50,7,14,40,36,Jarry N.,28,141,73,68,9,6,64,62,Geneva Open,Geneva,Outdoor,Clay,2023-05-24,2.38,1.57,0
Ruud C.,4,275,176,99,19,16,157,83,Wolf J.J.,45,75,39,36,8,6,31,30,Geneva Open,Geneva,Outdoor,Clay,2023-05-24,1.2,4.5,1
Baez S.,72,95,47,48,6,6,41,42,Norrie C.,13,287,172,115,15,18,157,97,Lyon Open,Lyon,Outdoor,Clay,2023-05-25,2.75,1.44,0
Ivashka I.,113,159,78,81,19,18,59,63,Fritz T.,9,356,205,151,26,22,179,129,Geneva Open,Geneva,Outdoor,Clay,2023-05-25,4.5,1.2,0
O Connell C.,74,65,26,39,0,0,26,39,Dimitrov G.,20,651,389,262,79,50,310,212,Geneva Open,Geneva,Outdoor,Clay,2023-05-25,3.4,1.33,0
Wu Y.,90,36,15,21,5,0,10,21,Zverev A.,19,500,346,154,60,31,286,123,Geneva Open,Geneva,Outdoor,Clay,2023-05-25,4.5,1.2,0
Ruud C.,4,275,176,99,19,16,157,83,Jarry N.,28,141,73,68,9,6,64,62,Geneva Open,Geneva,Outdoor,Clay,2023-05-25,1.33,3.4,0
Fils A.,71,24,15,9,6,3,9,6,Auger-Aliassime F.,12,268,163,105,48,22,115,83,Lyon Open,Lyon,Outdoor,Clay,2023-05-25,2.75,1.44,1
Cerundolo F.,21,104,58,46,3,7,55,39,Draper J.,55,51,29,22,2,3,27,19,Lyon Open,Lyon,Outdoor,Clay,2023-05-25,1.5,2.63,1
Paul T.,14,204,111,93,19,13,92,80,Nakashima B.,70,106,57,49,6,5,51,44,Lyon Open,Lyon,Outdoor,Clay,2023-05-25,1.44,2.75,0
Norrie C.,13,287,172,115,15,18,157,97,Cerundolo F.,21,104,58,46,3,7,55,39,Lyon Open,Lyon,Outdoor,Clay,2023-05-26,1.67,2.2,0
Fils A.,71,24,15,9,6,3,9,6,Nakashima B.,70,106,57,49,6,5,51,44,Lyon Open,Lyon,Outdoor,Clay,2023-05-26,1.73,2.1,1
Zverev A.,19,500,346,154,60,31,286,123,Jarry N.,28,141,73,68,9,6,64,62,Geneva Open,Geneva,Outdoor,Clay,2023-05-26,1.44,2.75,0
Dimitrov G.,20,651,389,262,79,50,310,212,Fritz T.,9,356,205,151,26,22,179,129,Geneva Open,Geneva,Outdoor,Clay,2023-05-26,2.5,1.53,1
Cerundolo F.,21,104,58,46,3,7,55,39,Fils A.,71,24,15,9,6,3,9,6,Lyon Open,Lyon,Outdoor,Clay,2023-05-27,1.29,3.75,0
Dimitrov G.,20,651,389,262,79,50,310,212,Jarry N.,28,141,73,68,9,6,64,62,Geneva Open,Geneva,Outdoor,Clay,2023-05-27,2.1,1.73,0
Galan D.E.,76,78,33,45,3,5,30,40,Arnaldi M.,76,18,9,9,0,0,9,9,French Open,Paris,Outdoor,Clay,2023-05-28,2.75,1.44,0
Pouille L.,675,259,134,125,35,26,99,99,Rodionov J.,118,26,9,17,2,3,7,14,French Open,Paris,Outdoor,Clay,2023-05-28,1.73,2.1,1
Humbert U.,36,170,80,90,23,21,57,69,Mannarino A.,27,567,264,303,60,73,204,230,French Open,Paris,Outdoor,Clay,2023-05-28,1.22,4.33,1
Shevchenko A.,93,20,8,12,0,2,8,10,Otte O.,233,78,33,45,6,14,27,31,French Open,Paris,Outdoor,Clay,2023-05-28,1.4,3.0,1
Shelton B.,43,34,13,21,0,0,13,21,Sonego L.,43,221,107,114,19,17,88,97,French Open,Paris,Outdoor,Clay,2023-05-28,3.0,1.4,0
Cazaux A.,190,4,1,3,0,0,1,3,Moutet C.,80,118,50,68,5,11,45,57,French Open,Paris,Outdoor,Clay,2023-05-28,2.0,1.8,0
Djere L.,38,243,120,123,10,22,110,101,Rublev A.,7,392,255,137,57,34,198,103,French Open,Paris,Outdoor,Clay,2023-05-28,4.33,1.22,0
Ymer M.,59,130,58,72,18,23,40,49,Musetti L.,18,143,79,64,12,12,67,52,French Open,Paris,Outdoor,Clay,2023-05-28,4.5,1.2,0
Nava E.,242,13,2,11,0,0,2,11,Carballes Baena R.,64,207,91,116,11,10,80,106,French Open,Paris,Outdoor,Clay,2023-05-28,4.0,1.25,0
Korda S.,26,126,75,51,15,9,60,42,Mcdonald M.,60,190,87,103,11,15,76,88,French Open,Paris,Outdoor,Clay,2023-05-28,1.5,2.63,1
Hurkacz H.,17,238,137,101,27,24,110,77,Goffin D.,123,522,296,226,66,52,230,174,French Open,Paris,Outdoor,Clay,2023-05-28,1.36,3.2,1
Kubler J.,77,53,24,29,0,1,24,28,Diaz Acosta F.,137,5,1,4,0,0,1,4,French Open,Paris,Outdoor,Clay,2023-05-28,2.3,1.62,1
Lestienne C.,109,40,13,27,6,9,7,18,Khachanov K.,11,378,217,161,44,38,173,123,French Open,Paris,Outdoor,Clay,2023-05-28,21.0,1.02,0
Ofner S.,61,34,16,18,1,2,15,16,Cressy M.,96,96,42,54,10,11,32,43,French Open,Paris,Outdoor,Clay,2023-05-28,1.3,3.5,1
Martinez P.,135,118,50,68,7,6,43,62,Griekspoor T.,37,97,47,50,7,14,40,36,French Open,Paris,Outdoor,Clay,2023-05-28,1.73,2.1,0
Isner J.,114,755,465,290,53,45,412,245,Borges N.,69,28,10,18,1,1,9,17,French Open,Paris,Outdoor,Clay,2023-05-28,3.0,1.4,0
Kokkinakis T.,86,124,55,69,0,4,55,65,Evans D.,30,251,124,127,18,16,106,111,French Open,Paris,Outdoor,Clay,2023-05-28,2.0,1.8,1
Fucsovics M.,67,249,121,128,26,24,95,104,Grenier H.,122,16,5,11,1,2,4,9,French Open,Paris,Outdoor,Clay,2023-05-28,1.2,4.5,1
Albot R.,97,215,86,129,26,26,60,103,Kypson P.,329,2,0,2,0,0,0,2,French Open,Paris,Outdoor,Clay,2023-05-28,1.36,3.2,1
Vesely J.,528,288,130,158,6,19,124,139,Tsitsipas S.,5,390,264,126,49,32,215,94,French Open,Paris,Outdoor,Clay,2023-05-28,19.0,1.02,0
Cecchinato M.,108,204,79,125,2,14,77,111,Van Assche L.,68,20,7,13,0,3,7,10,French Open,Paris,Outdoor,Clay,2023-05-29,2.0,1.8,0
Zhang Zh.,53,44,20,24,1,2,19,22,Lajovic D.,66,378,163,215,21,36,142,179,French Open,Paris,Outdoor,Clay,2023-05-29,2.5,1.53,1
Tiafoe F.,10,303,158,145,24,23,134,122,Krajinovic F.,93,240,115,125,38,34,77,91,French Open,Paris,Outdoor,Clay,2023-05-29,1.2,4.5,1
Altmaier D.,51,79,28,51,1,5,27,46,Huesler M.A.,88,58,21,37,8,8,13,29,French Open,Paris,Outdoor,Clay,2023-05-29,1.36,3.2,1
Cobolli F.,148,14,5,9,0,1,5,8,Alcaraz C.,1,164,130,34,10,5,120,29,French Open,Paris,Outdoor,Clay,2023-05-29,21.0,1.02,0
Davidovich Fokina A.,39,168,84,84,17,20,67,64,Fils A.,71,24,15,9,6,3,9,6,French Open,Paris,Outdoor,Clay,2023-05-29,1.36,3.2,1
Lehecka J.,33,61,30,31,4,4,26,27,Struff J.L.,21,369,170,199,43,42,127,157,French Open,Paris,Outdoor,Clay,2023-05-29,2.3,1.62,1
Medjedovic H.,147,11,3,8,0,1,3,7,Giron M.,69,150,68,82,20,14,48,68,French Open,Paris,Outdoor,Clay,2023-05-29,1.73,2.1,0
Thiem D.,116,517,327,190,53,39,274,151,Cachin P.,54,52,23,29,1,3,22,26,French Open,Paris,Outdoor,Clay,2023-05-29,1.67,2.2,0
Coria F.,108,99,43,56,2,6,41,50,Coric B.,15,343,185,158,28,28,157,130,French Open,Paris,Outdoor,Clay,2023-05-29,6.0,1.13,0
Van De Zandschulp B.,44,117,63,54,11,11,52,43,Tirante T.A.,136,5,2,3,0,0,2,3,French Open,Paris,Outdoor,Clay,2023-05-29,1.2,4.5,0
Muller A.,81,22,9,13,0,1,9,12,Sinner J.,8,224,153,71,42,19,111,52,French Open,Paris,Outdoor,Clay,2023-05-29,15.0,1.03,0
O Connell C.,74,65,26,39,0,0,26,39,Daniel T.,111,178,67,111,3,10,64,101,French Open,Paris,Outdoor,Clay,2023-05-29,1.67,2.2,0
Kovacevic A.,129,14,6,8,0,0,6,8,Djokovic N.,2,1207,1012,195,146,42,866,153,French Open,Paris,Outdoor,Clay,2023-05-29,29.0,1.01,0
Norrie C.,13,287,172,115,15,18,157,97,Paire B.,149,527,237,290,39,56,198,234,French Open,Paris,Outdoor,Clay,2023-05-29,1.11,6.5,1
Zapata Miralles B.,54,80,32,48,1,6,31,42,Schwartzman D.,95,428,233,195,32,27,201,168,French Open,Paris,Outdoor,Clay,2023-05-29,1.73,2.1,0
Shang J.,149,12,4,8,0,0,4,8,Varillas J.P.,77,22,10,12,1,3,9,9,French Open,Paris,Outdoor,Clay,2023-05-29,2.38,1.57,0
De Minaur A.,19,272,161,111,30,19,131,92,Ivashka I.,113,159,78,81,19,18,59,63,French Open,Paris,Outdoor,Clay,2023-05-29,1.29,3.75,1
Nakashima B.,70,106,57,49,6,5,51,44,Shapovalov D.,29,298,166,132,30,27,136,105,French Open,Paris,Outdoor,Clay,2023-05-29,1.73,2.1,0
Karatsev A.,75,136,66,70,10,22,56,48,Popyrin A.,90,140,59,81,9,13,50,68,French Open,Paris,Outdoor,Clay,2023-05-29,1.67,2.2,1
Wu Y.,90,36,15,21,5,0,10,21,Bautista Agut R.,25,379,234,145,31,29,203,116,French Open,Paris,Outdoor,Clay,2023-05-29,3.0,1.4,0
Auger-Aliassime F.,12,268,163,105,48,22,115,83,Fognini F.,128,742,383,359,39,48,344,311,French Open,Paris,Outdoor,Clay,2023-05-29,1.36,3.2,0
Wawrinka S.,72,854,535,319,84,69,451,250,Ramos-Vinolas A.,82,437,204,233,17,31,187,202,French Open,Paris,Outdoor,Clay,2023-05-29,1.36,3.2,1
Etcheverry T.,34,60,26,34,5,3,21,31,Draper J.,55,51,29,22,2,3,27,19,French Open,Paris,Outdoor,Clay,2023-05-29,1.67,2.2,1
Ruusuvuori E.,55,158,79,79,16,18,63,61,Barrere G.,59,79,31,48,11,16,20,32,French Open,Paris,Outdoor,Clay,2023-05-30,1.53,2.5,1
Baez S.,72,95,47,48,6,6,41,42,Monfils G.,323,816,510,306,131,65,379,241,French Open,Paris,Outdoor,Clay,2023-05-30,1.33,3.4,0
Monteiro T.,121,171,69,102,9,11,60,91,Hanfmann Y.,50,99,50,49,5,4,45,45,French Open,Paris,Outdoor,Clay,2023-05-30,3.2,1.36,0
Skatov T.,147,5,1,4,1,2,0,2,Dimitrov G.,20,651,389,262,79,50,310,212,French Open,Paris,Outdoor,Clay,2023-05-30,7.0,1.1,0
Mmoh M.,112,55,20,35,0,3,20,32,Fritz T.,9,356,205,151,26,22,179,129,French Open,Paris,Outdoor,Clay,2023-05-30,19.0,1.02,0
Rinderknech A.,67,96,46,50,16,12,30,38,Gasquet R.,48,948,581,367,133,82,448,285,French Open,Paris,Outdoor,Clay,2023-05-30,2.2,1.67,1
Pella G.,199,260,118,142,14,16,104,126,Halys Q.,79,72,23,49,3,10,20,39,French Open,Paris,Outdoor,Clay,2023-05-30,3.2,1.36,1
Rune H.,6,131,83,48,28,9,55,39,Eubanks C.,29,64,28,36,1,3,27,33,French Open,Paris,Outdoor,Clay,2023-05-30,1.02,19.0,1
Munar J.,104,178,75,103,7,12,68,91,Cerundolo F.,21,104,58,46,3,7,55,39,French Open,Paris,Outdoor,Clay,2023-05-30,3.5,1.3,0
Medvedev D.,3,406,289,117,69,27,220,90,Seyboth Wild T.,117,28,12,16,7,3,5,13,French Open,Paris,Outdoor,Clay,2023-05-30,1.05,11.0,0
Molcan A.,120,86,45,41,1,6,44,35,Gaston H.,109,58,24,34,5,9,19,25,French Open,Paris,Outdoor,Clay,2023-05-30,1.57,2.38,1
Zverev A.,19,500,346,154,60,31,286,123,Harris L.,186,129,59,70,7,8,52,62,French Open,Paris,Outdoor,Clay,2023-05-30,1.05,11.0,1
Purcell M.,78,28,9,19,0,0,9,19,Thompson J.,71,221,96,125,10,10,86,115,French Open,Paris,Outdoor,Clay,2023-05-30,2.1,1.73,1
Kecmanovic M.,40,210,107,103,12,16,95,87,Vavassori A.,128,12,5,7,1,1,4,6,French Open,Paris,Outdoor,Clay,2023-05-30,1.4,3.0,0
Mpetshi G.,233,2,0,2,0,0,0,2,Olivieri G.,231,3,2,1,0,0,2,1,French Open,Paris,Outdoor,Clay,2023-05-30,2.2,1.67,0
Nishioka Y.,31,215,99,116,15,15,84,101,Wolf J.J.,45,75,39,36,8,6,31,30,French Open,Paris,Outdoor,Clay,2023-05-30,2.0,1.8,1
Ymer E.,186,81,24,57,3,11,21,46,Ruud C.,4,275,176,99,19,16,157,83,French Open,Paris,Outdoor,Clay,2023-05-30,10.0,1.06,0
Dellien H.,164,70,22,48,5,5,17,43,Jarry N.,28,141,73,68,9,6,64,62,French Open,Paris,Outdoor,Clay,2023-05-30,4.5,1.2,0
Paul T.,14,204,111,93,19,13,92,80,Stricker D.,106,20,10,10,2,2,8,8,French Open,Paris,Outdoor,Clay,2023-05-30,1.33,3.4,1
Zeppieri G.,129,13,4,9,0,1,4,8,Bublik A.,25,219,110,109,39,30,71,79,French Open,Paris,Outdoor,Clay,2023-05-30,1.73,2.1,1
Griekspoor T.,37,97,47,50,7,14,40,36,Hurkacz H.,17,238,137,101,27,24,110,77,French Open,Paris,Outdoor,Clay,2023-05-31,3.0,1.4,0
Davidovich Fokina A.,39,168,84,84,17,20,67,64,Van Assche L.,68,20,7,13,0,3,7,10,French Open,Paris,Outdoor,Clay,2023-05-31,1.36,3.2,1
Norrie C.,13,287,172,115,15,18,157,97,Pouille L.,675,259,134,125,35,26,99,99,French Open,Paris,Outdoor,Clay,2023-05-31,1.25,4.0,1
Khachanov K.,11,378,217,161,44,38,173,123,Albot R.,97,215,86,129,26,26,60,103,French Open,Paris,Outdoor,Clay,2023-05-31,1.17,5.0,1
Rublev A.,7,392,255,137,57,34,198,103,Moutet C.,80,118,50,68,5,11,45,57,French Open,Paris,Outdoor,Clay,2023-05-31,1.07,9.0,1
Musetti L.,18,143,79,64,12,12,67,52,Shevchenko A.,93,20,8,12,0,2,8,10,French Open,Paris,Outdoor,Clay,2023-05-31,1.29,3.75,1
Djokovic N.,2,1207,1012,195,146,42,866,153,Fucsovics M.,67,249,121,128,26,24,95,104,French Open,Paris,Outdoor,Clay,2023-05-31,1.05,11.0,1
Daniel T.,111,178,67,111,3,10,64,101,Alcaraz C.,1,164,130,34,10,5,120,29,French Open,Paris,Outdoor,Clay,2023-05-31,21.0,1.02,0
Carballes Baena R.,64,207,91,116,11,10,80,106,Tsitsipas S.,5,390,264,126,49,32,215,94,French Open,Paris,Outdoor,Clay,2023-05-31,8.0,1.08,0
Shapovalov D.,29,298,166,132,30,27,136,105,Arnaldi M.,76,18,9,9,0,0,9,9,French Open,Paris,Outdoor,Clay,2023-05-31,2.1,1.73,1
Bautista Agut R.,25,379,234,145,31,29,203,116,Varillas J.P.,77,22,10,12,1,3,9,9,French Open,Paris,Outdoor,Clay,2023-05-31,1.4,3.0,0
Korda S.,26,126,75,51,15,9,60,42,Ofner S.,61,34,16,18,1,2,15,16,French Open,Paris,Outdoor,Clay,2023-05-31,1.53,2.5,0
Fognini F.,128,742,383,359,39,48,344,311,Kubler J.,77,53,24,29,0,1,24,28,French Open,Paris,Outdoor,Clay,2023-05-31,1.5,2.63,1
Kokkinakis T.,86,124,55,69,0,4,55,65,Wawrinka S.,72,854,535,319,84,69,451,250,French Open,Paris,Outdoor,Clay,2023-05-31,2.0,1.8,1
Humbert U.,36,170,80,90,23,21,57,69,Sonego L.,43,221,107,114,19,17,88,97,French Open,Paris,Outdoor,Clay,2023-05-31,1.73,2.1,0
